Date,Ticker,,,,,,
02/01/2016,E1AG6,,#VALUE!,TRUE,,,
04/01/2016,EW1J6,,,TRUE,,,
06/01/2016,E1CM6,,,TRUE,,,
07/01/2016,EW1N6,,,TRUE,,,
08/01/2016,E1AQ6,,,TRUE,,,
03/02/2016,E1CH6,,,TRUE,,,
05/02/2016,E1AK6,,,TRUE,,,
09/02/2016,EW1U6,,,TRUE,,,
11/02/2016,E1CX6,,,TRUE,,,
12/02/2016,EW1Z6,,,TRUE,,,
02/03/2016,E1CG6,,,TRUE,,,
06/03/2016,EW1M6,,,TRUE,,,
08/03/2016,E1CQ6,,,TRUE,,,
10/03/2016,E1AV6,,,TRUE,,,
01/04/2016,E1AF6,,,TRUE,,,
03/04/2016,EW1H6,,,TRUE,,,
04/04/2016,E2AJ6,,,TRUE,,,
05/04/2016,E1CK6,,,TRUE,,,
11/04/2016,EW1X6,,,TRUE,,,
02/05/2016,EW1G6,,,TRUE,,,
08/05/2016,EW1Q6,,,TRUE,,,
10/05/2016,E1CV6,,,TRUE,,,
12/05/2016,E2AZ6,,,TRUE,,,
01/06/2016,E1CF6,,,TRUE,,,
04/06/2016,E2CJ6,,,TRUE,,,
05/06/2016,EW1K6,,,TRUE,,,
06/06/2016,E2AM6,,,TRUE,,,
07/06/2016,E2CN6,,,TRUE,,,
03/07/2016,E2AH6,,,TRUE,,,
09/07/2016,E2CU6,,,TRUE,,,
10/07/2016,EW1V6,,,TRUE,,,
11/07/2016,E2AX6,,,TRUE,,,
12/07/2016,E2CZ6,,,TRUE,,,
01/08/2016,EW1F6,,,TRUE,,,
02/08/2016,E2AG6,,,TRUE,,,
04/08/2016,EW2J6,,,TRUE,,,
06/08/2016,E2CM6,,,TRUE,,,
07/08/2016,EW2N6,,,TRUE,,,
08/08/2016,E2AQ6,,,TRUE,,,
03/09/2016,E2CH6,,,TRUE,,,
05/09/2016,E2AK6,,,TRUE,,,
09/09/2016,EW2U6,,,TRUE,,,
11/09/2016,E2CX6,,,TRUE,,,
12/09/2016,EW2Z6,,,TRUE,,,
02/10/2016,E2CG6,,,TRUE,,,
06/10/2016,EW2M6,,,TRUE,,,
08/10/2016,E2CQ6,,,TRUE,,,
10/10/2016,E2AV6,,,TRUE,,,
01/11/2016,E2AF6,,,TRUE,,,
03/11/2016,EW2H6,,,TRUE,,,
04/11/2016,E3AJ6,,,TRUE,,,
05/11/2016,E2CK6,,,TRUE,,,
07/11/2016,E3AN6,,,TRUE,,,
11/11/2016,EW2X6,,,TRUE,,,
02/12/2016,EW2G6,,,TRUE,,,
08/12/2016,EW2Q6,,,TRUE,,,
09/12/2016,E3AU6,,,TRUE,,,
10/12/2016,E2CV6,,,TRUE,,,
12/12/2016,E3AZ6,,,TRUE,,,
02/01/2017,E1CG7,,,TRUE,,,
03/01/2017,E1CH7,,,TRUE,,,
05/01/2017,E1AK7,,,TRUE,,,
09/01/2017,EW1U7,,,TRUE,,,
11/01/2017,E1CX7,,,TRUE,,,
12/01/2017,EW1Z7,,,TRUE,,,
06/02/2017,EW1M7,,,TRUE,,,
08/02/2017,E1CQ7,,,TRUE,,,
10/02/2017,E1AV7,,,TRUE,,,
02/03/2017,EW1G7,,,TRUE,,,
03/03/2017,EW1H7,,,TRUE,,,
04/03/2017,E1AJ7,,,TRUE,,,
05/03/2017,E1CK7,,,TRUE,,,
07/03/2017,E1AN7,,,TRUE,,,
11/03/2017,EW1X7,,,TRUE,,,
01/04/2017,E1CF7,,,TRUE,,,
08/04/2017,EW1Q7,,,TRUE,,,
10/04/2017,E1CV7,,,TRUE,,,
12/04/2017,E2AZ7,,,TRUE,,,
04/05/2017,E1CJ7,,,TRUE,,,
05/05/2017,EW1K7,,,TRUE,,,
06/05/2017,E2AM7,,,TRUE,,,
07/05/2017,E1CN7,,,TRUE,,,
01/06/2017,EW1F7,,,TRUE,,,
02/06/2017,E2AG7,,,TRUE,,,
03/06/2017,E2AH7,,,TRUE,,,
09/06/2017,E2CU7,,,TRUE,,,
10/06/2017,EW1V7,,,TRUE,,,
11/06/2017,E2AX7,,,TRUE,,,
12/06/2017,E2CZ7,,,TRUE,,,
04/07/2017,EW1J7,,,TRUE,,,
06/07/2017,E2CM7,,,TRUE,,,
07/07/2017,EW1N7,,,TRUE,,,
08/07/2017,E2AQ7,,,TRUE,,,
02/08/2017,E2CG7,,,TRUE,,,
03/08/2017,E2CH7,,,TRUE,,,
05/08/2017,E2AK7,,,TRUE,,,
09/08/2017,EW2U7,,,TRUE,,,
11/08/2017,E2CX7,,,TRUE,,,
12/08/2017,EW2Z7,,,TRUE,,,
